date,customer_name,amount,bank_name,receipt_no,invoice_no,bill_date,bill_amount,payment_mode,team_id
"2025-05-01","RITA GEN STORE - PALTAN BAZAAR",500.0,"","","","",,"Cash",MA
"2025-05-01","SAHARANPUR TRADERS UR",1720.0,"","","","",,"Cash",MA
"2025-05-01","SAHARANPUR TRADERS UR",282.0,"","","","",,"Cash",MA
"2025-05-01","ZULEKHA FASHION - KOTWALI/PALTAN",500.0,"","","","",,"Cash",MA
"2025-05-03","BADOLA PROVISION - CHANDRABANI",437.0,"","","","",,"Cash",MA
"2025-05-03","KANHAIYA MEDICOS - NEAR BANSAL HOME",500.0,"","","","",,"Cash",MA
"2025-05-03","RUBI MEDICOS - BANSAL HOME",500.0,"","","","",,"Cash",MA
"2025-05-03","UK 12 STORE - SEWLA KALA",744.0,"","","","",,"Cash",MA
"2025-05-01","AARADHYA ENTERPRISES - RAIPUR",500.0,"","","","",,"Cash",MA
"2025-05-01","BHANDARI PHARMACY - RAIPUR ROAD",2645.0,"","","","",,"Cash",MA
"2025-05-01","BHANDARI PHARMACY - RAIPUR ROAD",5.0,"","","","",,"Cash",MA
"2025-05-01","JOSHI MEDICAL - RAIPUR",500.0,"","","","",,"Cash",MA
"2025-05-01","JUBLI DEPT STORE - TAPOVAN ROAD",1385.0,"","","","",,"Cash",MA
"2025-05-01","KOMAL COSMETICS - RAIPUR",439.0,"","","","",,"Cash",MA
"2025-05-01","LAXMI COSMETICS - RAIPUR ROAD",500.0,"","","","",,"Cash",MA
"2025-05-01","NEW HEALTHCARE PHARMACY - NATTANWAL",1000.0,"","","","",,"Cash",MA
"2025-05-01","PANWAR GEN STORE - LADPUR",978.0,"","","","",,"Cash",MA
"2025-05-01","RAMOLA DEPARTMENTAL STORE - RAIPUR",2607.0,"","","","",,"Cash",MA
"2025-05-01","SHANTI MEDICAL - TAPOVAN",103.0,"","","","",,"Cash",MA
"2025-05-01","SHRAVYA COSMETICS - RAIPUR",500.0,"","","","",,"Cash",MA
"2025-05-01","SPARKLE COSMETICS - TAPOVAN",314.0,"","","","",,"Cash",MA
"2025-05-01","AARTI BAKERS - SD ROAD",400.0,"","","","",,"Cash",MA
"2025-05-01","CHAWLA STORE - SD CROSSING",500.0,"","","","",,"Cash",MA
"2025-05-01","KHUSHI PROV STORE - SD ROAD",500.0,"","","","",,"Cash",MA
"2025-05-01","KRISHNA MEDICOSE - SD ROAD",500.0,"","","","",,"Cash",MA
"2025-05-01","NATIONAL MEDICOSE - MANDAKANI VIHAR",100.0,"","","","",,"Cash",MA
"2025-05-01","NEGI MEDICOS - MANDAKANI VIHAR",500.0,"","","","",,"Cash",MA
"2025-05-01","NEGI STORE - SD ROAD",570.0,"","","","",,"Cash",MA
"2025-05-01","OM PHARMACY - RAIPUR ROAD",387.0,"","","","",,"Cash",MA
"2025-05-01","OM PHARMACY - RAIPUR ROAD",113.0,"","","","",,"Cash",MA
"2025-05-01","RADHIKA MEDICOSE - EKTA VIHAR   SDR",391.0,"","","","",,"Cash",MA
"2025-05-01","RADHIKA MEDICOSE - EKTA VIHAR   SDR",109.0,"","","","",,"Cash",MA
"2025-05-01","RAITHWAN MEDICAL - IT PARK",694.0,"","","","",,"Cash",MA
"2025-05-01","SAI PROVISION STORE - SD ROAD",1075.0,"","","","",,"Cash",MA
"2025-04-30","TOP CHEMIST - GANDHI GARAM",500.0,"","","","",,"Cash",MA
"2025-04-30","VATAVARAN HOME CARE SHOP - YAMUNA C",500.0,"","","","",,"Cash",MA
"2025-05-02","DAKSH COSMETICS - PREMNAGAR",165.0,"","","","",,"Cash",MA
"2025-05-02","GURU KRIPA BANGLE STORE - PREMNAGAR",300.0,"","","","",,"Cash",MA
"2025-05-02","HARI OM DEPT - THAKURPUR ROAD",509.0,"","","","",,"Cash",MA
"2025-05-02","HIMALAYAN MEDICAL - PREM NAGAR",419.0,"","","","",,"Cash",MA
"2025-05-02","KHALSA COSMETIC - PREMNAGAR",368.0,"","","","",,"Cash",MA
"2025-05-02","KHALSA COSMETIC - PREMNAGAR",132.0,"","","","",,"Cash",MA
"2025-05-02","O2 ZONE - PREM NAGAR",2000.0,"","","","",,"Cash",MA
"2025-05-02","POOJA GEN STORE - PREMNAGAR",1081.0,"","","","",,"Cash",MA
"2025-05-02","PREM GEN STORE - PREMNAGAR",1000.0,"","","","",,"Cash",MA
"2025-05-02","PUSHPA GEN STORE - PREMNAGAR",500.0,"","","","",,"Cash",MA
"2025-05-02","SACHDEVA COSMETIC - PREMNAGAR",200.0,"","","","",,"Cash",MA
"2025-05-02","SHUBHAM GEN STORE - PREMNAGAR",500.0,"","","","",,"Cash",MA
"2025-05-02","SINGH MEDICAL - PREMNAGAR",1000.0,"","","","",,"Cash",MA
"2025-05-02","SONU KANGAN - PREMNAGAR",754.0,"","","","",,"Cash",MA
"2025-05-02","UPPAL MEDICAL - PREM NAGAR",191.0,"","","","",,"Cash",MA
"2025-05-02","UPPAL MEDICAL - PREM NAGAR",509.0,"","","","",,"Cash",MA
"2025-05-02","BABU GEN STORE - PANDITVADI",1340.0,"","","","",,"Cash",MA
"2025-05-02","BISHT DAIRY - VASANT VIHAR",351.0,"","","","",,"Cash",MA
"2025-05-02","JAISWAL BAKERS - VIJAY PARK COLONY",1000.0,"","","","",,"Cash",MA
"2025-05-02","KALPANA MEDICAL - CHAKRATA ROAD",935.0,"","","","",,"Cash",MA
"2025-05-02","MEHENDAR GENERAL STORE - PANDITWARI",740.0,"","","","",,"Cash",MA
"2025-05-02","PHOENIX SOLUTION - RAJENDRA NAGAR",1139.0,"","","","",,"Cash",MA
"2025-05-02","SAI MEDICAL - CHAKRATA ROAD",500.0,"","","","",,"Cash",MA
"2025-05-02","SHANVI CHEMIST - RAJENDRA NAGAR",506.0,"","","","",,"Cash",MA
"2025-05-02","SIDDHARTH & COMPANY - RAMADA HOTEL",200.0,"","","","",,"Cash",MA
"2025-05-02","SWASTIK PHARMACEUTICAL - VIJAY PARK",1110.0,"","","","",,"Cash",MA
"2025-05-15","ANAND THE SUPER VALUE STORE",6501.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-04-29","9 TO 9 STORE - MOHKHAMPUR",500.0,"","","","",,"Cash",MA
"2025-04-29","GANPATI STORE - RING ROAD",500.0,"","","","",,"Cash",MA
"2025-04-29","GARHWAL MEDICAL - DOBHAL CHOWK",500.0,"","","","",,"Cash",MA
"2025-04-29","GAYATRI MEDICAL - RING ROAD",750.0,"","","","",,"Cash",MA
"2025-04-29","GAYATRI POOJA BHANDAR - RING ROAD",2000.0,"","","","",,"Cash",MA
"2025-04-29","JAGDAMBA MEDICOS - DANDA DHARAMPUR",600.0,"","","","",,"Cash",MA
"2025-04-29","LAXMI GIFT & COSM - 6 NO PULIYA",700.0,"","","","",,"Cash",MA
"2025-04-29","MAHADEV GIFT GALLERY - DOBHAL CHOWK",500.0,"","","","",,"Cash",MA
"2025-04-29","PARIDHI COSMETIC - RING ROAD",500.0,"","","","",,"Cash",MA
"2025-04-29","SIMRAN MEDICAL - RING ROAD",500.0,"","","","",,"Cash",MA
"2025-04-29","VEGA SUPER STORE - RING ROAD",2597.0,"","","","",,"Cash",MA
"2025-05-14","GOYAL STORE - CLEMENT TOWN",46726.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-04-29","SHREE NARAYAN PHARMACY - NEHRU COLO",610.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-04-29","MAHESHWARI STORE - JOGIWALA",5000.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-04-29","PANTHRI GEN STORE - MAJRI MAFI",1500.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-04-29","OLD DOON BASKET - NEHRUGRAM",3000.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-04-29","CASH SALE A/C",163.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-04-30","KUMAR STORE",16438.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-04-30","NEW KAILASH ENTRP - RAJPUR ROAD",1684.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-04-30","GOYAL MEDICAL STORE - GOVIND GARH",183.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-04-30","A TO Z STATIONARY - JHAKHAN",1135.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-05","SHREE GANESH MEDICAL - TURNER ROAD",2313.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-04-30","ASHOK ANIL ENTERPRISES (LLP)",19404.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-05","TURTLE EXPRESS VENTURES - BALLUPUR",5003.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-05","KUMAR SONS - EC ROAD",4709.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-05","GULATI CHEMIST - DHARAMPUR",2408.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-14","GUPTA BROTHERS - MIYAWALA",3455.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-09","FASHION CENTER - PALTAN BAZAR",1275.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-05","R G TRADERS - HANUMAN CHOWK",24049.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-05","AVTAR STORES - JAKHAN",4980.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-05","DAILY NEEDS - PREMNAGAR",3867.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-05","MANGAL HEALTH N CARE - DILARAM",5174.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-14","Z S MEDICOS - KANDOLI",4526.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-09","PISHORI LAL & SONS - PREMNAGAR",4973.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-05","ABHI ENTERPRISES - HANUMAN CHOWK",3051.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-01","SATYARAJ MEDICOSE - SD CROSSING",880.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-01","RIDDHI SIDDHI MART - RAIPUR",500.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-01","BHAWANI GARMENTS& COSMETICS- RAJPUR",1000.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-01","SHOP STATION - SD ROAD",1000.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-01","SHIVA DEPARTMENTAL - SD ROAD",1300.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-01","SANTOSH COSMETICS - RAIPUR",350.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-02","LIFE CARE MEDICAL - RAMADA HOTEL",1760.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-02","GUPTA STORE - PREAM PURI MAFI",958.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-02","MINI STORE - PREM NAGAR",1000.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-03","OM SAI COSMETICS - CLEMENT TOWN",1000.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-03","GUPTA PRO STORE - CLEMENT TOWN",500.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-03","AGGARWAL PROV - POST OFFICE",680.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-03","OM SAI COSMETICS - CLEMENT TOWN",1000.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-03","MULTI GIFT SHOP - CLEMENT TOWN",3500.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-03","Q GREEN MEDICOS - TURNER ROAD",500.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-03","VIJAY SAHNI",177.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-05","GLOBUS TRADERS - DEHRADUN",110362.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-05","SIDDHI STORE - TYAGI ROAD",250.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-05","ANKIT GEN STORE - DHARAMPUR",2509.0,"","","","",,"Cash",MA
"2025-05-05","ARVIND MEDICAL STORE - DHARAMPUR",665.0,"","","","",,"Cash",MA
"2025-05-05","BALRAJ STORE - RACE COURSE",500.0,"","","","",,"Cash",MA
"2025-05-05","HARDIK MEDICAL - DHARAMPUR",700.0,"","","","",,"Cash",MA
"2025-05-05","HARI PROV STORE - MOHINI ROAD",1654.0,"","","","",,"Cash",MA
"2025-05-05","NAWANI GEN STORE - LIC BUILDING",500.0,"","","","",,"Cash",MA
"2025-05-05","PURNIMA COLLECTION - DHARAMPUR",600.0,"","","","",,"Cash",MA
"2025-05-05","RINKU PROVISION STORE - MOHINI ROAD",546.0,"","","","",,"Cash",MA
"2025-04-29","DIKSHA COSMETIS - HARRAWALA",500.0,"","","","",,"Cash",MA
"2025-04-29","PANWAR GEN STORE - KALANKI VIHAR",1000.0,"","","","",,"Cash",MA
"2025-04-29","SOUNDARYA COSMETICS - MIYAWALA",1000.0,"","","","",,"Cash",MA
"2025-04-29","THE VILLAGE STORE - RING ROAD",500.0,"","","","",,"Cash",MA
"2025-04-29","TOP BAKERS N CONF - MAJRI MAFI",1000.0,"","","","",,"Cash",MA
"2025-05-10","SAHARANPUR TRADERS UR",2000.0,"","","","",,"Cash",MA
"2025-05-03","ARIHANT STORE - POST OFFICE ROAD",600.0,"","","","",,"Cash",MA
"2025-05-03","CITY PHARMACY - TURNER ROAD",500.0,"","","","",,"Cash",MA
"2025-05-03","OLD DOON GEN STORE - CLEMENT TOWN",477.0,"","","","",,"Cash",MA
"2025-05-03","OLD DOON GEN STORE - CLEMENT TOWN",23.0,"","","","",,"Cash",MA
"2025-05-03","GOYAL STORE - TURNER ROAD",650.0,"","","","",,"Cash",MA
"2025-05-03","JAI MAA BHAWE DAIRY - TURNER ROAD",388.0,"","","","",,"Cash",MA
"2025-05-03","MUKESH STORE - TURNER ROAD",500.0,"","","","",,"Cash",MA
"2025-05-03","NIHARIKA BEAUTY PALAC - TURNER ROAD",277.0,"","","","",,"Cash",MA
"2025-05-03","OM SAI COSMETICS - CLEMENT TOWN",126.0,"","","","",,"Cash",MA
"2025-05-03","WELCOME STORE - POST OFFICE ROAD",2197.0,"","","","",,"Cash",MA
"2025-05-02","ASIAN PHARMACY - NIMBUWALA",1000.0,"","","","",,"Cash",MA
"2025-05-02","BABA MEDICAL - DAKRA",683.0,"","","","",,"Cash",MA
"2025-05-02","CANTT MEDICAL - DAKRA",200.0,"","","","",,"Cash",MA
"2025-05-02","DRONA MEDICAL - GMS ROAD",4146.0,"","","","",,"Cash",MA
"2025-05-02","DRONA MEDICAL - GMS ROAD",4.0,"","","","",,"Cash",MA
"2025-05-02","GUPTA BAKERS & GENERAL STORE",1000.0,"","","","",,"Cash",MA
"2025-05-02","GUPTA PROV STORE - CHARKHI GATE",1000.0,"","","","",,"Cash",MA
"2025-05-02","GURU KRIPA FAMILY CAMP - BALLUPUR",941.0,"","","","",,"Cash",MA
"2025-05-02","GURU KRIPA FAMILY CAMP - BALLUPUR",59.0,"","","","",,"Cash",MA
"2025-05-02","KANISHKA COSMETICS - DAKRA",1492.0,"","","","",,"Cash",MA
"2025-05-02","KHANDELWAL COSMETICS - DAKRA",500.0,"","","","",,"Cash",MA
"2025-05-02","MAHAWAR GEN STORE - KAULAGARH",655.0,"","","","",,"Cash",MA
"2025-05-02","NITIN GEN STORE - NIMBUWALA",500.0,"","","","",,"Cash",MA
"2025-05-02","RAJEEV TRADING - DAKRA",1345.0,"","","","",,"Cash",MA
"2025-05-02","RAO GEN STORE - GMS ROAD",1000.0,"","","","",,"Cash",MA
"2025-05-02","RAVI MEDICAL - KAULAGARH",509.0,"","","","",,"Cash",MA
"2025-05-02","RISHI MEDICOS - DAKRA",462.0,"","","","",,"Cash",MA
"2025-05-02","RISHI MEDICOS - DAKRA",38.0,"","","","",,"Cash",MA
"2025-05-02","SHIV SHAKTI COSMETICS - DAKRA",494.0,"","","","",,"Cash",MA
"2025-05-02","SUBHASH GEN STORE - DAKRA",1326.0,"","","","",,"Cash",MA
"2025-05-02","SUBHASH GEN STORE - DAKRA",289.0,"","","","",,"Cash",MA
"2025-05-05","DEEPAK MEHNDI - PALTAN BAZAR",24.0,"","","","",,"Cash",MA
"2025-05-05","DEEPAK MEHNDI - PALTAN BAZAR",1076.0,"","","","",,"Cash",MA
"2025-05-05","KISHAN LAL & SONS - CLOCK TOWER",500.0,"","","","",,"Cash",MA
"2025-05-05","SABA FASHION - PALTAN BAZAR",1163.0,"","","","",,"Cash",MA
"2025-05-05","SANT SINGH HARMOHINDER SINGH",4185.0,"","","","",,"Cash",MA
"2025-05-10","SAHARANPUR TRADERS UR",2000.0,"","","","",,"Cash",MA
"2025-05-06","9 TO 9 STORE - MOHKHAMPUR",320.0,"","","","",,"Cash",MA
"2025-05-06","DANDRIYAL PHARMACY - RING ROAD",299.0,"","","","",,"Cash",MA
"2025-05-06","OLD DOON BASKET - NEHRUGRAM",2000.0,"","","","",,"Cash",MA
"2025-05-06","GANPATI STORE - RING ROAD",859.0,"","","","",,"Cash",MA
"2025-05-06","GANPATI STORE - RING ROAD",141.0,"","","","",,"Cash",MA
"2025-05-06","GARHWAL MEDICAL - DOBHAL CHOWK",500.0,"","","","",,"Cash",MA
"2025-05-06","GAYATRI POOJA BHANDAR - RING ROAD",2312.0,"","","","",,"Cash",MA
"2025-05-06","JAGDAMBA MEDICOS - DANDA DHARAMPUR",500.0,"","","","",,"Cash",MA
"2025-05-06","M S MEDICAL HALL - DOBHAL CHOWK",500.0,"","","","",,"Cash",MA
"2025-05-06","MAHADEV GIFT GALLERY - DOBHAL CHOWK",500.0,"","","","",,"Cash",MA
"2025-05-06","NEGI MULTI SHOP -  6 NO PULIYA",1500.0,"","","","",,"Cash",MA
"2025-05-06","OM SHANTI OM PHARMACY - RING ROAD",539.0,"","","","",,"Cash",MA
"2025-05-06","SHREE BALAJI GIFT BAKERS - DOBHAL",500.0,"","","","",,"Cash",MA
"2025-05-06","SIMRAN MEDICAL - RING ROAD",500.0,"","","","",,"Cash",MA
"2025-05-06","VEGA SUPER STORE - RING ROAD",500.0,"","","","",,"Cash",MA
"2025-05-05","BROS PHARMACY - TYAGI ROAD",600.0,"","","","",,"Cash",MA
"2025-05-05","CHIMSEE GENERAL STORE - CHANDAN",300.0,"","","","",,"Cash",MA
"2025-05-05","GRACE BEAUTY COLL - RACE COURSE",259.0,"","","","",,"Cash",MA
"2025-05-05","GRACE BEAUTY COLL - RACE COURSE",200.0,"","","","",,"Cash",MA
"2025-05-05","JOSHI MEDICOSE - TYAGI ROAD",1254.0,"","","","",,"Cash",MA
"2025-05-05","KHALSA STORE - TYAGI ROAD",203.0,"","","","",,"Cash",MA
"2025-05-05","OM SHIVSHAKTI CHEM - TYAGI ROAD",252.0,"","","","",,"Cash",MA
"2025-05-05","PRINCE STORE - TYAGI ROAD",250.0,"","","","",,"Cash",MA
"2025-05-05","SURBHI MEDICAL - DOON HOSPITAL",500.0,"","","","",,"Cash",MA
"2025-05-06","ATITHI SUPERMARKET - NEHRU COLONY",1067.0,"","","","",,"Cash",MA
"2025-05-06","BAILWAL COSMETICS - RAJEEV NAGAR",300.0,"","","","",,"Cash",MA
"2025-05-06","BEST DEAL - JOGGIWALA",969.0,"","","","",,"Cash",MA
"2025-05-06","BEST DEAL - JOGGIWALA",31.0,"","","","",,"Cash",MA
"2025-05-06","BHATT MEDICOS - HARIDWAR ROAD",189.0,"","","","",,"Cash",MA
"2025-05-06","BHATT MEDICOS - HARIDWAR ROAD",21.0,"","","","",,"Cash",MA
"2025-05-06","OLD BHATT MEDICOS - RAJEEV NAGAR",797.0,"","","","",,"Cash",MA
"2025-05-06","DIVYA MEDICAL STORE - RAJEEV NAGAR",568.0,"","","","",,"Cash",MA
"2025-05-06","GAIROLA MEDICAL - DHARAMPUR",135.0,"","","","",,"Cash",MA
"2025-05-06","JAYA COSMETICS - FUWARA CHOWK",200.0,"","","","",,"Cash",MA
"2025-05-06","MAHESHWARI STORE - JOGIWALA",4000.0,"","","","",,"Cash",MA
"2025-05-06","MAHIMA MEDICAL - RAJEEV NAGAR",505.0,"","","","",,"Cash",MA
"2025-05-06","NEGI TRADERS - RAJIV NAGAR",985.0,"","","","",,"Cash",MA
"2025-05-06","OM MEDICAL - NEHRU COLONY",500.0,"","","","",,"Cash",MA
"2025-05-06","POONAM MEDICAL - HARIDWAR ROAD",500.0,"","","","",,"Cash",MA
"2025-05-06","RAWAT MEDICAL - JOGGIWALA",1000.0,"","","","",,"Cash",MA
"2025-05-06","SAJWAN MEDICAL - HARIDWAR ROAD",300.0,"","","","",,"Cash",MA
"2025-05-06","S S FAST FOOD - JOGIWALA",500.0,"","","","",,"Cash",MA
"2025-05-06","SURYA MEDICAL - NEHRU COLONY",210.0,"","","","",,"Cash",MA
"2025-05-06","UK MART - JOGIWALA",300.0,"","","","",,"Cash",MA
"2025-05-06","DIKSHA COSMETIS - HARRAWALA",700.0,"","","","",,"Cash",MA
"2025-05-06","MANORI GEN STORE - MOHKAMPUR",2476.0,"","","","",,"Cash",MA
"2025-05-06","PANWAR GEN STORE - KALANKI VIHAR",860.0,"","","","",,"Cash",MA
"2025-05-06","SOUNDARYA COSMETICS - MIYAWALA",892.0,"","","","",,"Cash",MA
"2025-05-06","STOP & SHOP - RING ROAD",500.0,"","","","",,"Cash",MA
"2025-05-06","THE VILLAGE STORE - RING ROAD",500.0,"","","","",,"Cash",MA
"2025-05-06","TOP BAKERS N CONF - MAJRI MAFI",721.0,"","","","",,"Cash",MA
"2025-05-05","SMILE STORE - SELAQUI (NEW)",22646.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-05","OM SAI RETAIL - MUNICIPAL ROAD",3645.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-05","KUMAR SHOP - DALANWALA",500.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-06","MAA NANDA DEVI DEPT - HARRAWALA",317.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-06","MAITHANI MEDICOS - RING ROAD",1261.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-06","SHREE NARAYAN PHARMACY - NEHRU COLO",393.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-06","SHARDA STORE - MOHKAMPUR",832.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-06","ARUHI MEDICOS - HARIDWAR ROAD",651.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-07","P R ASSOCIATES - RACE COURSE",18255.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-07","ASHOK ANIL ENTERPRISES (LLP)",152443.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-07","POOJA MEDICAL - KANDOLI",509.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-07","NEW BADRI MEDICAL - RAJEEV NAGAR",500.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-04-30","DEBTOR - NIVEA INDIA PVT LTD",35208.0,"NIVEA INDIA PVT LTD","","","",,"Bank Transfer",MA
"2025-04-30","DEBTOR - NIVEA INDIA PVT LTD",38718.0,"NIVEA INDIA PVT LTD","","","",,"Bank Transfer",MA
"2025-05-07","A P MEDICOS - MALSI",1253.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-07","FRESH N EASY",13345.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-07","FRESH N EASY 2 - OLD MUSSOORIE ROAD",19267.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-07","CHAWLA TRADERS - SAHARANPUR",100000.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-07","ADITIYA GEN STORE - RAJPUR ROAD",1000.0,"","","","",,"Cash",MA
"2025-05-07","BRIJ DEPT. STORE - RAJPUR UPPER",1000.0,"","","","",,"Cash",MA
"2025-05-07","CHAUDHARY MEDICOS - RAJPUR ROAD",1750.0,"","","","",,"Cash",MA
"2025-05-07","HEALING TOUCH CHEMIST - RAJPUR",200.0,"","","","",,"Cash",MA
"2025-05-07","MAHEK PROV STORE - JHAKHAN",500.0,"","","","",,"Cash",MA
"2025-05-07","MISHKA MEDISEVA - RAJPUR",500.0,"","","","",,"Cash",MA
"2025-05-07","PHARMACY - RAJPUR ROAD",500.0,"","","","",,"Cash",MA
"2025-05-07","SUGAN CHAND - RAJPUR",1500.0,"","","","",,"Cash",MA
"2025-05-07","ABHILASHA STORE - KANDOLI",2460.0,"","","","",,"Cash",MA
"2025-05-07","DISCOUNT MEDICAL - KANDOLI",802.0,"","","","",,"Cash",MA
"2025-05-07","ANAND PRO STORE - KANDOLI",1068.0,"","","","",,"Cash",MA
"2025-05-07","FAMILY STORE UR - CANAL ROAD",1106.0,"","","","",,"Cash",MA
"2025-05-07","GUPTA MEDICAL - RAJPUR RD",613.0,"","","","",,"Cash",MA
"2025-05-07","NEGI MINI MART - GANGOTRI VIHAR",1000.0,"","","","",,"Cash",MA
"2025-05-07","RAWAT GEN STORE - CANAL ROAD",700.0,"","","","",,"Cash",MA
"2025-05-07","SANGAM DAIRY - CANAL ROAD",509.0,"","","","",,"Cash",MA
"2025-05-07","TRIMURTI GEN STORE - KANDOLI",527.0,"","","","",,"Cash",MA
"2025-05-07","DATA RAM & SONS - TAGOR VILLA",509.0,"","","","",,"Cash",MA
"2025-05-07","GERA MEDICAL STORE - CHAKRATA ROAD",398.0,"","","","",,"Cash",MA
"2025-05-07","MAHAVEER STORE - MITRALOK COLONY",2118.0,"","","","",,"Cash",MA
"2025-05-07","SHIV MEDIOCS - KANWALI ROAD",630.0,"","","","",,"Cash",MA
"2025-05-07","SHREE RAM MEDICAL - BALLIWALA CHOWK",192.0,"","","","",,"Cash",MA
"2025-05-07","SURBHI ENTERPRISES",2328.0,"","","","",,"Cash",MA
"2025-05-07","VATAVARAN HOME CARE SHOP - YAMUNA C",1000.0,"","","","",,"Cash",MA
"2025-05-09","DUN BASKET - RING ROAD",4423.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-08","GRAH SANGRAH STORE - FUWARA CHOWK",23587.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-08","SWATANTRA FANCY - PALTAN BAZAR",1753.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-09","DEHRA GEN STORE - PALTAN BAZAR",2855.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-09","DEHRA GEN STORE - PALTAN BAZAR",2226.0,"OD HDFC BANK A/C","","","",,"Bank Transfer",MA
"2025-05-08","RADHIKA MEDICOSE - EKTA VIHAR   SDR",332.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-08","YUMMIES BAKERS - RAIPUR",5877.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-08","RITA GEN STORE - PALTAN BAZAAR",1000.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-08","JIYA GEN STORE - SD UPPER",700.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-08","DAUGHTER STATIONARY - SD ROAD",1647.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-08","MANJU PROV STORE - SD ROAD",1000.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-08","SHOP STATION - SD ROAD",435.0,"HDFC A/C","","","",,"Bank Transfer",MA
"2025-05-08","NOVELTY GENERAL MERCHANTS",3117.0,"HDFC A/C","","","",,"Bank Transfer",MA
