name,billing_name,print_name,sku,category,brand,unit_price,pack_size,status,stock_qty,gst_rate,unit,step_size,team_id
"LIP COLOR 1 POWER RED","LIP COLOR 1 POWER RED","LIP COLOR 1 POWER RED","C1","LAFZ","LAFZ",458.33,"NO. 1",available,24,18,pcs,1,JA
"LIP COLOR 2 R.MAROON","LIP COLOR 2 R.MAROON","LIP COLOR 2 R.MAROON","C2","LAFZ","LAFZ",458.33,"NO. 2",available,19,18,pcs,1,JA
"LIP COLOR 3 CORAL","LIP COLOR 3 CORAL","LIP COLOR 3 CORAL","C3","LAFZ","LAFZ",458.33,"NO. 3",available,33,18,pcs,1,JA
"LIP COLOR 4 WOOED NUDE","LIP COLOR 4 WOOED NUDE","LIP COLOR 4 WOOED NUDE","C4","LAFZ","LAFZ",458.33,"NO. 4",available,13,18,pcs,1,JA
"LIP COLOR 5 T.BERRY","LIP COLOR 5 T.BERRY","LIP COLOR 5 T.BERRY","C5","LAFZ","LAFZ",458.33,"NO. 5",available,31,18,pcs,1,JA
"LIP COLOR 6 MYSTIC MAU","LIP COLOR 6 MYSTIC MAU","LIP COLOR 6 MYSTIC MAU","C6","LAFZ","LAFZ",458.33,"NO. 6",available,38,18,pcs,1,JA
"LIP COLOR 7 PINK SHADE","LIP COLOR 7 PINK SHADE","LIP COLOR 7 PINK SHADE","C7","LAFZ","LAFZ",458.33,"NO. 7",available,33,18,pcs,1,JA
"LIP COLOR 8 FUSCHIA","LIP COLOR 8 FUSCHIA","LIP COLOR 8 FUSCHIA","C8","LAFZ","LAFZ",458.33,"NO. 8",available,15,18,pcs,1,JA
"LIPSTICK 1 RED","LIPSTICK 1 RED","LIPSTICK 1 RED","S1","LAFZ","LAFZ",423.02,"NO. 1",available,20,18,pcs,1,JA
"LIPSTICK 2 BURGUNDY","LIPSTICK 2 BURGUNDY","LIPSTICK 2 BURGUNDY","S2","LAFZ","LAFZ",423.02,"NO. 2",available,25,18,pcs,1,JA
"LIPSTICK 3 TANGERINE","LIPSTICK 3 TANGERINE","LIPSTICK 3 TANGERINE","S3","LAFZ","LAFZ",423.02,"NO. 3",available,23,18,pcs,1,JA
"LIPSTICK 4 BARE BEAUTY","LIPSTICK 4 BARE BEAUTY","LIPSTICK 4 BARE BEAUTY","S4","LAFZ","LAFZ",423.02,"NO. 4",available,27,18,pcs,1,JA
"LIPSTICK 5 BLUSHING BE","LIPSTICK 5 BLUSHING BE","LIPSTICK 5 BLUSHING BE","S5","LAFZ","LAFZ",423.02,"NO. 5",available,19,18,pcs,1,JA
"LIPSTICK 6 H.FUSCHIA","LIPSTICK 6 H.FUSCHIA","LIPSTICK 6 H.FUSCHIA","S6","LAFZ","LAFZ",423.02,"NO. 6",available,20,18,pcs,1,JA
"LIPSTICK 7 APRICOT BLU","LIPSTICK 7 APRICOT BLU","LIPSTICK 7 APRICOT BLU","S7","LAFZ","LAFZ",423.02,"NO. 7",available,6,18,pcs,1,JA
"LIPSTICK 8 MAUVE","LIPSTICK 8 MAUVE","LIPSTICK 8 MAUVE","S8","LAFZ","LAFZ",423.02,"NO. 8",available,21,18,pcs,1,JA
"LIPSTICK 9 CHERRY NECT","LIPSTICK 9 CHERRY NECT","LIPSTICK 9 CHERRY NECT","S9","LAFZ","LAFZ",423.02,"NO. 9",available,30,18,pcs,1,JA
"LIPSTICK10 M.PLUM","LIPSTICK10 M.PLUM","LIPSTICK10 M.PLUM","S10","LAFZ","LAFZ",423.02,"NO. 10",available,19,18,pcs,1,JA
"LCC COMPACT 1 IVORY","LCC COMPACT 1 IVORY","LCC COMPACT 1 IVORY","CC1","LAFZ","LAFZ",387.71,"NO. 1",outOfStock,0,18,pcs,1,JA
"SERVICE ACCOUNTING","SERVICE ACCOUNTING","SERVICE ACCOUNTING","","OTHER","OTHER",0,"NA",outOfStock,0,18,pcs,1,JA
"KAJAL BLINK IT","KAJAL BLINK IT","KAJAL BLINK IT","","LAFZ","LAFZ",126.41,".35 GM",available,79,18,pcs,1,JA
"FW VITAMIN C 100ML","FW VITAMIN C 100ML","FW VITAMIN C 100ML","","LAFZ","LAFZ",211.16,"100 ML",available,21,18,pcs,1,JA
"SERUM VITAMIN C 30ML","SERUM VITAMIN C 30ML","SERUM VITAMIN C 30ML","","LAFZ","LAFZ",246.47,"30 ML",available,8,18,pcs,1,JA
"FW TEA TREE FOR MEN 100ML","FW TEA TREE FOR MEN 100ML","FW TEA TREE FOR MEN 100ML","","LAFZ","LAFZ",211.16,"100 ML",available,16,18,pcs,1,JA
"FW TEA TREE 100ML WOMAN","FW TEA TREE 100ML WOMAN","FW TEA TREE 100ML WOMAN","","LAFZ","LAFZ",246.47,"100 ML",outOfStock,0,18,pcs,1,JA
"SERUM TEA TREE 30ML","SERUM TEA TREE 30ML","SERUM TEA TREE 30ML","","LAFZ","LAFZ",352.4,"30 ML",available,24,18,pcs,1,JA
"FW APPLE CIDER 100ML","FW APPLE CIDER 100ML","FW APPLE CIDER 100ML","","LAFZ","LAFZ",246.47,"100 ML",available,1,18,pcs,1,JA
"FW CAFFEIN 100ML","FW CAFFEIN 100ML","FW CAFFEIN 100ML","","LAFZ","LAFZ",246.47,"100 ML",available,12,18,pcs,1,JA
"H.SERUM BLACK SEED 50ML","H.SERUM BLACK SEED 50ML","H.SERUM BLACK SEED 50ML","","LAFZ","LAFZ",317.09,"50 ML",available,16,18,pcs,1,JA
"FACE MASK COFFEE 50GM","FACE MASK COFFEE 50GM","FACE MASK COFFEE 50GM","","LAFZ","LAFZ",211.16,"50 GM",available,19,18,pcs,1,JA
"NIGHT CREAM VITAM C","NIGHT CREAM VITAM C","NIGHT CREAM VITAM C","","LAFZ","LAFZ",317.09,"50 GM",available,24,18,pcs,1,JA
"FACE MASK VITAMIN C 50GM","FACE MASK VITAMIN C 50GM","FACE MASK VITAMIN C 50GM","","LAFZ","LAFZ",211.16,"50 GM",available,12,18,pcs,1,JA
"FOOT CREAM 50GM","FOOT CREAM 50GM","FOOT CREAM 50GM","","LAFZ","LAFZ",84.75,"PCS",available,1,18,pcs,1,JA
"LIPBALM CHERRY","LIPBALM CHERRY","LIPBALM CHERRY","","LAFZ","LAFZ",105.93,"PCS",available,35,18,pcs,1,JA
"LIPBALM COCOA BUTTER","LIPBALM COCOA BUTTER","LIPBALM COCOA BUTTER","","LAFZ","LAFZ",105.93,"PCS",outOfStock,0,18,pcs,1,JA
"LIPBALM STRAWBERRY","LIPBALM STRAWBERRY","LIPBALM STRAWBERRY","","LAFZ","LAFZ",105.93,"PCS",available,30,18,pcs,1,JA
"LIPBALM VANILLA PCS","LIPBALM VANILLA PCS","LIPBALM VANILLA PCS","","LAFZ","LAFZ",105.93,"PCS",available,29,18,pcs,1,JA
"LIPBALM VANILLA BEAN","LIPBALM VANILLA BEAN","LIPBALM VANILLA BEAN","","LAFZ","LAFZ",105.93,"PCS",available,6,18,pcs,1,JA
"PAIN RELIEF SPRAY 60GM","PAIN RELIEF SPRAY 60GM","PAIN RELIEF SPRAY 60GM","","LAFZ","LAFZ",126.49,"60 GM",outOfStock,0,12,pcs,1,JA
"SERUM HYALURONIC 30ML","SERUM HYALURONIC 30ML","SERUM HYALURONIC 30ML","","LAFZ","LAFZ",352.4,"30 ML",outOfStock,0,18,pcs,1,JA
"ZM PH LIP TINT PWP","ZM PH LIP TINT PWP","ZM PH LIP TINT PWP","","LAFZ","LAFZ",314.27,"PCS",available,43,18,pcs,1,JA
"LIP TINTED STRAWBERRY","LIP TINTED STRAWBERRY","LIP TINTED STRAWBERRY","","LAFZ","LAFZ",123.59,"1.5GM",available,22,18,pcs,1,JA
"LIP TINTED CHERRY","LIP TINTED CHERRY","LIP TINTED CHERRY","","LAFZ","LAFZ",127.12,"1.5GM",available,15,18,pcs,1,JA
"OLIVE OIL 100ML","OLIVE OIL 100ML","OLIVE OIL 100ML","","LAFZ","LAFZ",420.2,"100 ML",available,3,18,pcs,1,JA
"SERUM HAND INTENSE CARE","SERUM HAND INTENSE CARE","SERUM HAND INTENSE CARE","","LAFZ","LAFZ",388.42,"40 ML",available,8,18,pcs,1,JA
"LIQUID H.LIGHTER SUPERNOV","LIQUID H.LIGHTER SUPERNOV","LIQUID H.LIGHTER SUPERNOV","","LAFZ","LAFZ",599.58,"30G",available,11,18,pcs,1,JA
"FACE PRIMER","FACE PRIMER","FACE PRIMER","","LAFZ","LAFZ",423.02,"30ML",available,5,18,pcs,1,JA
"KAJAL COMBO BUY2 @ 299","KAJAL COMBO BUY2 @ 299","KAJAL COMBO BUY2 @ 299","","LAFZ","LAFZ",211.16,"COMBO",available,5,18,pcs,1,JA
"LIP & CHEEK CUSHION VOGUE","LIP & CHEEK CUSHION VOGUE","LIP & CHEEK CUSHION VOGUE","","LAFZ","LAFZ",441.38,"2.7 GM",available,3,18,pcs,1,JA
"LIP & CHEEK CUSHION FIRE","LIP & CHEEK CUSHION FIRE","LIP & CHEEK CUSHION FIRE","","LAFZ","LAFZ",441.38,"2.7 GM",available,45,18,pcs,1,JA
"LIP & CHEEK CUSHION QUEEN","LIP & CHEEK CUSHION QUEEN","LIP & CHEEK CUSHION QUEEN","","LAFZ","LAFZ",441.38,"2.7 GM",available,5,18,pcs,1,JA
"FACE SERUM VITAMIN C","FACE SERUM VITAMIN C","FACE SERUM VITAMIN C","","LAFZ","LAFZ",141.24,"30 ML",available,19,18,pcs,1,JA
"FACE SERUM NEEM","FACE SERUM NEEM","FACE SERUM NEEM","","LAFZ","LAFZ",141.24,"30 ML",available,5,18,pcs,1,JA
"SUN SPF 50  50GM","SUN SPF 50  50GM","SUN SPF 50  50GM","","LAFZ","LAFZ",211.86,"50 GM",available,17,18,pcs,1,JA
"SHAMPOO APPLE CIDER","SHAMPOO APPLE CIDER","SHAMPOO APPLE CIDER","","LAFZ","LAFZ",194.21,"200 ML",available,4,18,pcs,1,JA
"SHAMPOO ONION AND BLACK","SHAMPOO ONION AND BLACK","SHAMPOO ONION AND BLACK","","LAFZ","LAFZ",194.21,"200 ML",available,23,18,pcs,1,JA
"KAJAL + MASCARRA GIFT","KAJAL + MASCARRA GIFT","KAJAL + MASCARRA GIFT","","LAFZ","LAFZ",352.4,"1+1",available,3,18,pcs,1,JA
"DEO PWP","DEO PWP","DEO PWP","","LAFZ","LAFZ",141.24,"150 ML",available,48,18,pcs,1,JA
"DEO LYRIC","DEO LYRIC","DEO LYRIC","","LAFZ","LAFZ",141.24,"100 GM",available,12,18,pcs,1,JA
"DEO CALIX","DEO CALIX","DEO CALIX","","LAFZ","LAFZ",141.24,"100 GM",available,11,18,pcs,1,JA
"SERUM FRUIT AHA 10%","SERUM FRUIT AHA 10%","SERUM FRUIT AHA 10%","","LAFZ","LAFZ",246.47,"30 ML",available,35,18,pcs,1,JA
"LOTION TEA TREE 250ML","LOTION TEA TREE 250ML","LOTION TEA TREE 250ML","","LAFZ","LAFZ",211.16,"250 ML",available,4,18,pcs,1,JA
"NIGHT CREAM TEA TREE","NIGHT CREAM TEA TREE","NIGHT CREAM TEA TREE","","LAFZ","LAFZ",317.09,"50 GM",available,14,18,pcs,1,JA
"SERUM REMEDIST 30MLA","SERUM REMEDIST 30MLA","SERUM REMEDIST 30MLA","","LAFZ","LAFZ",493.64,"30 ML",available,10,18,pcs,1,JA
"LIP MATTE 01 SAVAGE","LIP MATTE 01 SAVAGE","LIP MATTE 01 SAVAGE","M1","LAFZ","LAFZ",211.16,"NO 01",available,11,18,pcs,1,JA
"LIP MATTE 02 ICONIC","LIP MATTE 02 ICONIC","LIP MATTE 02 ICONIC","M2","LAFZ","LAFZ",211.16,"NO 02",available,20,18,pcs,1,JA
"LIP MATTE 03 FLAME UP","LIP MATTE 03 FLAME UP","LIP MATTE 03 FLAME UP","M3","LAFZ","LAFZ",211.16,"NO 03",available,12,18,pcs,1,JA
"LIP MATTE 04 PREP SHOW","LIP MATTE 04 PREP SHOW","LIP MATTE 04 PREP SHOW","M4","LAFZ","LAFZ",211.16,"NO 04",available,41,18,pcs,1,JA
"LIP MATTE 05 MELLOW DRAMA","LIP MATTE 05 MELLOW DRAMA","LIP MATTE 05 MELLOW DRAMA","M5","LAFZ","LAFZ",211.16,"NO 05",available,11,18,pcs,1,JA
"LIP MATTE 06 SHOCK WAVE","LIP MATTE 06 SHOCK WAVE","LIP MATTE 06 SHOCK WAVE","M6","LAFZ","LAFZ",211.16,"NO 06",available,9,18,pcs,1,JA
"LIP MATTE 07 CHEER LEADER","LIP MATTE 07 CHEER LEADER","LIP MATTE 07 CHEER LEADER","M7","LAFZ","LAFZ",211.16,"NO 07",available,8,18,pcs,1,JA
"LIP MATTE 08 FRIYAY","LIP MATTE 08 FRIYAY","LIP MATTE 08 FRIYAY","M8","LAFZ","LAFZ",211.16,"NO 08",available,29,18,pcs,1,JA
"LIP MATTE 09 TREN SETTER","LIP MATTE 09 TREN SETTER","LIP MATTE 09 TREN SETTER","M9","LAFZ","LAFZ",211.16,"NO 09",available,23,18,pcs,1,JA
"LIP MATTE 10 INFLUENCER","LIP MATTE 10 INFLUENCER","LIP MATTE 10 INFLUENCER","M10","LAFZ","LAFZ",211.16,"NO 10",available,28,18,pcs,1,JA
"LIP MATTE 11 FORBIDDEN","LIP MATTE 11 FORBIDDEN","LIP MATTE 11 FORBIDDEN","M11","LAFZ","LAFZ",211.16,"NO 11",available,16,18,pcs,1,JA
"LIP MATTE 12 SHOW STOPPER","LIP MATTE 12 SHOW STOPPER","LIP MATTE 12 SHOW STOPPER","M12","LAFZ","LAFZ",211.16,"NO 12",available,37,18,pcs,1,JA
"LIP MATTE 13 FASHIONISTA","LIP MATTE 13 FASHIONISTA","LIP MATTE 13 FASHIONISTA","M13","LAFZ","LAFZ",211.16,"NO 13",available,24,18,pcs,1,JA
"LIP MATTE 14 BESTIE","LIP MATTE 14 BESTIE","LIP MATTE 14 BESTIE","M14","LAFZ","LAFZ",211.16,"NO 14",available,22,18,pcs,1,JA
"LIP MATTE 15 HEAD TURNER","LIP MATTE 15 HEAD TURNER","LIP MATTE 15 HEAD TURNER","M15","LAFZ","LAFZ",211.16,"NO 15",available,28,18,pcs,1,JA
"LOTION SHEA BUTTER 500ML","LOTION SHEA BUTTER 500ML","LOTION SHEA BUTTER 500ML","","LAFZ","LAFZ",352.4,"500 ML",available,16,18,pcs,1,JA
"DEO SMALL PWP","DEO SMALL PWP","DEO SMALL PWP","","LAFZ","LAFZ",84.75,"100 M",available,42,18,pcs,1,JA
"SERUM CAFFEINE 30ML","SERUM CAFFEINE 30ML","SERUM CAFFEINE 30ML","","LAFZ","LAFZ",246.47,"30 ML",available,10,18,pcs,1,JA
"LOTION COCOA BUTTER 500ML","LOTION COCOA BUTTER 500ML","LOTION COCOA BUTTER 500ML","","LAFZ","LAFZ",352.4,"500 ML",available,9,18,pcs,1,JA
"LOTION TEA TREE 500ML","LOTION TEA TREE 500ML","LOTION TEA TREE 500ML","","LAFZ","LAFZ",352.4,"500 ML",available,5,18,pcs,1,JA
"LOTION SHEA BUTTER 250ML","LOTION SHEA BUTTER 250ML","LOTION SHEA BUTTER 250ML","","LAFZ","LAFZ",211.16,"250 ML",available,5,18,pcs,1,JA
"LIQUID H.LIGHTER STARDUST","LIQUID H.LIGHTER STARDUST","LIQUID H.LIGHTER STARDUST","","LAFZ","LAFZ",599.58,"30G",available,12,18,pcs,1,JA
"FACE MASK CHARCOAL","FACE MASK CHARCOAL","FACE MASK CHARCOAL","","LAFZ","LAFZ",140.54,"75 ML",available,56,18,pcs,1,JA
"FACE SCRUB CHARCOAL","FACE SCRUB CHARCOAL","FACE SCRUB CHARCOAL","","LAFZ","LAFZ",130.65,"75 ML",available,20,18,pcs,1,JA
"FACE SCRUB FRUIT AHA","FACE SCRUB FRUIT AHA","FACE SCRUB FRUIT AHA","","LAFZ","LAFZ",130.65,"75 ML",available,19,18,pcs,1,JA
"DUAL TECH OASIS","DUAL TECH OASIS","DUAL TECH OASIS","","LAFZ","LAFZ",176.55,"120 ML",available,11,18,pcs,1,JA
"DUAL TECH BREEZE","DUAL TECH BREEZE","DUAL TECH BREEZE","","LAFZ","LAFZ",176.55,"120 ML",available,4,18,pcs,1,JA
"POUCH SMALL","POUCH SMALL","POUCH SMALL","","LAFZ","LAFZ",70.62,"PWP",available,9,18,pcs,1,JA
"POUCH BIG","POUCH BIG","POUCH BIG","","LAFZ","LAFZ",141.24,"PWP",available,4,18,pcs,1,JA
"DEO IFFET","DEO IFFET","DEO IFFET","","LAFZ","LAFZ",158.9,"120 ML",available,3,18,pcs,1,JA
"L BRIGHT RADI. INSTA MILK","L BRIGHT RADI. INSTA MILK","L BRIGHT RADI. INSTA MILK","","LAFZ","LAFZ",281.78,"75 ML",outOfStock,0,18,pcs,1,JA
"FW 75ML VITAMIN C","FW 75ML VITAMIN C","FW 75ML VITAMIN C","","LAFZ","LAFZ",105.23,"75 ML",available,60,18,pcs,1,JA
"FW 75ML CAFFEINE","FW 75ML CAFFEINE","FW 75ML CAFFEINE","","LAFZ","LAFZ",123.59,"75 ML",available,72,18,pcs,1,JA
"FW 75ML TEA TREE","FW 75ML TEA TREE","FW 75ML TEA TREE","","LAFZ","LAFZ",105.23,"75 ML",available,45,18,pcs,1,JA
"RO BLUE SURFER","RO BLUE SURFER","RO BLUE SURFER","","LAFZ","LAFZ",140.54,"50 ML",available,28,18,pcs,1,JA
"RO MARINE BLISS","RO MARINE BLISS","RO MARINE BLISS","","LAFZ","LAFZ",140.54,"50 ML",available,28,18,pcs,1,JA
"RO MUSKY CALM","RO MUSKY CALM","RO MUSKY CALM","","LAFZ","LAFZ",140.54,"50 ML",available,29,18,pcs,1,JA
"RO OCEAN CREST","RO OCEAN CREST","RO OCEAN CREST","","LAFZ","LAFZ",140.54,"50 ML",available,28,18,pcs,1,JA
"RO ROSE SPLASH","RO ROSE SPLASH","RO ROSE SPLASH","","LAFZ","LAFZ",140.54,"50 ML",available,28,18,pcs,1,JA
"RO SUMMER TWIST","RO SUMMER TWIST","RO SUMMER TWIST","","LAFZ","LAFZ",186.74,"50 ML",outOfStock,0,18,pcs,1,JA
"VELVET LCOLOR CORAL RUSH","VELVET LCOLOR CORAL RUSH","VELVET LCOLOR CORAL RUSH","","LAFZ","LAFZ",564.27,"411",available,13,18,pcs,1,JA
"VELVET LCOLOR WILD BERRY","VELVET LCOLOR WILD BERRY","VELVET LCOLOR WILD BERRY","","LAFZ","LAFZ",564.27,"412",available,12,18,pcs,1,JA
"VELVET LCOLOR ROSE BLOSSO","VELVET LCOLOR ROSE BLOSSO","VELVET LCOLOR ROSE BLOSSO","","LAFZ","LAFZ",564.27,"413",available,11,18,pcs,1,JA
"VELVET LCOLOR PLUM POWER","VELVET LCOLOR PLUM POWER","VELVET LCOLOR PLUM POWER","","LAFZ","LAFZ",564.27,"418",available,8,18,pcs,1,JA
"VELVET LCOLOR WATERMELON","VELVET LCOLOR WATERMELON","VELVET LCOLOR WATERMELON","","LAFZ","LAFZ",564.27,"423",available,13,18,pcs,1,JA
"VELVET LCOLOR VALLEY ROSE","VELVET LCOLOR VALLEY ROSE","VELVET LCOLOR VALLEY ROSE","","LAFZ","LAFZ",564.27,"425",available,12,18,pcs,1,JA
"SUN SPF 50 100GM","SUN SPF 50 100GM","SUN SPF 50 100GM","","LAFZ","LAFZ",300.14,"100 GM",available,8,18,pcs,1,JA
"SG HYDRA 100ML","SG HYDRA 100ML","SG HYDRA 100ML","","LAFZ","LAFZ",105.23,"100 ML",available,16,18,pcs,1,JA
"HAIR COLOR BURGUNDY","HAIR COLOR BURGUNDY","HAIR COLOR BURGUNDY","","LAFZ","LAFZ",127.12,"60 ML",available,56,18,pcs,1,JA
"HAIR COLOR N.BLACK","HAIR COLOR N.BLACK","HAIR COLOR N.BLACK","","LAFZ","LAFZ",127.12,"60 ML",available,13,18,pcs,1,JA
"HAIR COLOR N.BROWN","HAIR COLOR N.BROWN","HAIR COLOR N.BROWN","","LAFZ","LAFZ",127.12,"60 ML",outOfStock,0,18,pcs,1,JA
"LOOFAH LOOSE","LOOFAH LOOSE","LOOFAH LOOSE","","GUBB","GUBB",50.85,"PCS",available,246,18,pcs,1,JA
"SCRUBBER WITH ROPE","SCRUBBER WITH ROPE","SCRUBBER WITH ROPE","","GUBB","GUBB",79.45,"PCS",available,126,18,pcs,1,JA
"BATH BRUSH WITH LONG HAND","BATH BRUSH WITH LONG HAND","BATH BRUSH WITH LONG HAND","","GUBB","GUBB",251.07,"PCS",available,42,18,pcs,1,JA
"EXFOLIATING BATH MITT","EXFOLIATING BATH MITT","EXFOLIATING BATH MITT","","GUBB","GUBB",143.01,"PCS",available,13,18,pcs,1,JA
"SHOWER CAP 4S DISPO","SHOWER CAP 4S DISPO","SHOWER CAP 4S DISPO","","GUBB","GUBB",79.45,"PCS",available,17,18,pcs,1,JA
"LOOFAH 2+1","LOOFAH 2+1","LOOFAH 2+1","","GUBB","GUBB",104.88,"PCS",available,85,18,pcs,1,JA
"EYE LASH CURLER","EYE LASH CURLER","EYE LASH CURLER","","GUBB","GUBB",127.12,"PCS",outOfStock,0,18,pcs,1,JA
"EYE LASH PARTY SET","EYE LASH PARTY SET","EYE LASH PARTY SET","","GUBB","GUBB",111.23,"PCS",available,12,18,pcs,1,JA
"EYE LASH SET W/O GLUE","EYE LASH SET W/O GLUE","EYE LASH SET W/O GLUE","","GUBB","GUBB",79.45,"PCS",available,16,18,pcs,1,JA
"EYE LASH GLUE","EYE LASH GLUE","EYE LASH GLUE","","GUBB","GUBB",73.1,"PCS",available,11,18,pcs,1,JA
"EYE DREAMY KIT","EYE DREAMY KIT","EYE DREAMY KIT","","GUBB","GUBB",177.33,"PCS",available,2,18,pcs,1,JA
"BEAUTY BLENDING SPONGE","BEAUTY BLENDING SPONGE","BEAUTY BLENDING SPONGE","","GUBB","GUBB",162.08,"PCS",outOfStock,0,18,pcs,1,JA
"MAKEUP WEDGES LATEX FREE","MAKEUP WEDGES LATEX FREE","MAKEUP WEDGES LATEX FREE","","GUBB","GUBB",126.49,"PCS",available,10,18,pcs,1,JA
"TWEEZER FLAT TIP","TWEEZER FLAT TIP","TWEEZER FLAT TIP","","GUBB","GUBB",60.38,"PCS",outOfStock,0,18,pcs,1,JA
"TWEEZER SLANT TIP","TWEEZER SLANT TIP","TWEEZER SLANT TIP","","GUBB","GUBB",111.23,"PCS",available,51,18,pcs,1,JA
"TWEEZER SLANT TIP BOX","TWEEZER SLANT TIP BOX","TWEEZER SLANT TIP BOX","","GUBB","GUBB",858.07,"24 PCS",available,9,18,pcs,1,JA
"TWEEZER DUAL FUNCTION","TWEEZER DUAL FUNCTION","TWEEZER DUAL FUNCTION","","GUBB","GUBB",127.12,"PCS",available,3,18,pcs,1,JA
"TWEEZER TRIO MINI SET","TWEEZER TRIO MINI SET","TWEEZER TRIO MINI SET","","GUBB","GUBB",139.83,"PCS",outOfStock,0,18,pcs,1,JA
"COMPRESSED COTTON TOWEL","COMPRESSED COTTON TOWEL","COMPRESSED COTTON TOWEL","","GUBB","GUBB",190.05,"PCS",available,1,18,pcs,1,JA
"OIL ABSORBING SHEET 50PCS","OIL ABSORBING SHEET 50PCS","OIL ABSORBING SHEET 50PCS","","GUBB","GUBB",92.15,"PCS",available,6,5,pcs,1,JA
"SAFETY SCISSOR","SAFETY SCISSOR","SAFETY SCISSOR","","GUBB","GUBB",111.23,"PCS",available,61,18,pcs,1,JA
"GROOMING SCISSOR","GROOMING SCISSOR","GROOMING SCISSOR","","GUBB","GUBB",187.5,"PCS",available,66,18,pcs,1,JA
"SCISSOR A/P LARGE","SCISSOR A/P LARGE","SCISSOR A/P LARGE","","GUBB","GUBB",136.66,"PCS",available,41,18,pcs,1,JA
"SCISSOR A/P MEDIUM","SCISSOR A/P MEDIUM","SCISSOR A/P MEDIUM","","GUBB","GUBB",85.81,"PCS",available,62,18,pcs,1,JA
"SCISSOR A/P SET 1PC","SCISSOR A/P SET 1PC","SCISSOR A/P SET 1PC","","GUBB","GUBB",168.44,"PCS",available,26,18,pcs,1,JA
"DUAL POCKET MIRROR","DUAL POCKET MIRROR","DUAL POCKET MIRROR","","GUBB","GUBB",125,"PCS",available,12,5,pcs,1,JA
"PIMPLE & B/H REMOVER","PIMPLE & B/H REMOVER","PIMPLE & B/H REMOVER","","GUBB","GUBB",85.81,"PCS",available,1,18,pcs,1,JA
"SOOTHING EYE MASK GEL","SOOTHING EYE MASK GEL","SOOTHING EYE MASK GEL","","GUBB","GUBB",117.59,"PCS",available,34,18,pcs,1,JA
"COTTON BALLS  50S","COTTON BALLS  50S","COTTON BALLS  50S","","GUBB","GUBB",53.57,"PCS",outOfStock,0,5,pcs,1,JA
"COTTON BALLS 100S","COTTON BALLS 100S","COTTON BALLS 100S","","GUBB","GUBB",85,"PCS",available,58,5,pcs,1,JA
"COTTON PADS NON WOVEN 100","COTTON PADS NON WOVEN 100","COTTON PADS NON WOVEN 100","","GUBB","GUBB",117.86,"PCS",available,61,5,pcs,1,JA
"COTTON BUDS SMALL 100S","COTTON BUDS SMALL 100S","COTTON BUDS SMALL 100S","","GUBB","GUBB",60.72,"PCS",available,107,5,pcs,1,JA
"COTTON BUDS REG 200S","COTTON BUDS REG 200S","COTTON BUDS REG 200S","","GUBB","GUBB",103.57,"PCS",available,150,5,pcs,1,JA
"MAKEUP BLUSH BRUSH","MAKEUP BLUSH BRUSH","MAKEUP BLUSH BRUSH","","GUBB","GUBB",143.01,"PCS",available,13,18,pcs,1,JA
"MAKEUP BUFFER BRUSH","MAKEUP BUFFER BRUSH","MAKEUP BUFFER BRUSH","","GUBB","GUBB",190.68,"PCS",available,1,18,pcs,1,JA
"MAKEUP EYE LINER BRUSH","MAKEUP EYE LINER BRUSH","MAKEUP EYE LINER BRUSH","","GUBB","GUBB",92.16,"PCS",available,14,18,pcs,1,JA
"MAKEUP EYE SHADOW BRUSH","MAKEUP EYE SHADOW BRUSH","MAKEUP EYE SHADOW BRUSH","","GUBB","GUBB",104.88,"PCS",available,14,18,pcs,1,JA
"MAKEUP FAN BRUSH","MAKEUP FAN BRUSH","MAKEUP FAN BRUSH","","GUBB","GUBB",130.3,"PCS",available,13,18,pcs,1,JA
"MAKEUP FOUNDATION BRUSH","MAKEUP FOUNDATION BRUSH","MAKEUP FOUNDATION BRUSH","","GUBB","GUBB",219.29,"PCS",outOfStock,0,18,pcs,1,JA
"MAKEUP LIP BRUSH","MAKEUP LIP BRUSH","MAKEUP LIP BRUSH","","GUBB","GUBB",79.45,"PCS",available,11,18,pcs,1,JA
"MAKEUP POWDER BRUSH","MAKEUP POWDER BRUSH","MAKEUP POWDER BRUSH","","GUBB","GUBB",136.66,"PCS",available,1,18,pcs,1,JA
"DERMA ROLLER 0.5","DERMA ROLLER 0.5","DERMA ROLLER 0.5","","GUBB","GUBB",353.58,"PCS",outOfStock,0,5,pcs,1,JA
"EYEBROW RAZOR 3PCS.","EYEBROW RAZOR 3PCS.","EYEBROW RAZOR 3PCS.","","GUBB","GUBB",85.81,"PCS",available,60,18,pcs,1,JA
"EYEBROW RAZOR 3PCS - FOLD","EYEBROW RAZOR 3PCS - FOLD","EYEBROW RAZOR 3PCS - FOLD","","GUBB","GUBB",190.05,"PCS",outOfStock,0,18,pcs,1,JA
"BEAUTY BLENDER 4PCS 849/-","BEAUTY BLENDER 4PCS 849/-","BEAUTY BLENDER 4PCS 849/-","","GUBB","GUBB",539.63,"PCS",available,4,18,pcs,1,JA
"PUMICE STONE WITH/G","PUMICE STONE WITH/G","PUMICE STONE WITH/G","","GUBB","GUBB",103.57,"PCS",outOfStock,0,5,pcs,1,JA
"PEDICURE FILE SINGLE","PEDICURE FILE SINGLE","PEDICURE FILE SINGLE","","GUBB","GUBB",92.16,"PCS",available,38,18,pcs,1,JA
