name,billing_name,print_name,sku,category,brand,unit_price,pack_size,status,stock_qty,gst_rate,unit,team_id
"PATCHOULI OIL 20ML","BK PATCHOULI OIL 20ML","PATCHOULI OIL 20ML","","AROMA MAGIC","AROMA MAGIC",512.01,"20ML",available,2,18,pcs,JA
"EAU DE PERFUME STORM","EAU DE PERFUME STORM","","8904390201912","LAFZ","LAFZ",423.02,"PCS",available,13,18,pcs,JA
"EAU DE PERFUME EMBER","EAU DE PERFUME EMBER","","","LAFZ","LAFZ",423.02,"PCS",available,9,18,pcs,JA
"EAU DE PERFUME DENIZ","EAU DE PERFUME DENIZ","","","LAFZ","LAFZ",493.64,"PCS",available,1,18,pcs,JA
"VITAMIN C DAY CREAM 50GM","BK VITAMIN C DAYCREAM  50","VITAMIN C DAY CREAM 50GM","","AROMA MAGIC","AROMA MAGIC",278.95,"50GM",available,7,18,pcs,JA
"ANTI CALAMINE PACK 35G","BK ANTI CALAMINE PACK 35G","ANTI CALAMINE PACK 35G","","AROMA MAGIC","AROMA MAGIC",176.55,"35GM",available,6,18,pcs,JA
"ANTI PIGMEN GLOSSY PACK 2","BK ANTI PIGMEN GLOSSY PAC","ANTI PIGMEN GLOSSY PACK 2","","AROMA MAGIC","AROMA MAGIC",600.28,"200GM",available,5,18,pcs,JA
"BRIGHT BEAUTY PACK 100GM","BK BRIGHT BEAUTY PACK 100","BRIGHT BEAUTY PACK 100GM","","AROMA MAGIC","AROMA MAGIC",289.55,"100GM",available,5,18,pcs,JA
"INSTA GREEN TEA PACK 100G","BK INSTA GREEN TEA PACK","INSTA GREEN TEA PACK 100G","","AROMA MAGIC","AROMA MAGIC",289.55,"100GM",available,7,18,pcs,JA
"COCO BUTTER & VANNILA","BK COCO BUTTER & VANNILA","COCO BUTTER & VANNILA","","AROMA MAGIC","AROMA MAGIC",194.21,"100GM",available,3,18,pcs,JA
"HAND CREAM 50GM","BK HAND CREAM 50GM","HAND CREAM 50GM","","AROMA MAGIC","AROMA MAGIC",158.9,"50GM",available,17,18,pcs,JA
"GRAPE SEED OIL 20ML","BK GRAPE SEED OIL","GRAPE SEED OIL 20ML","","AROMA MAGIC","AROMA MAGIC",423.73,"100ML",available,3,18,pcs,JA
"OLIVE OIL 100ML","BK OLIVE OIL 100ML","OLIVE OIL 100ML","","AROMA MAGIC","AROMA MAGIC",166.67,"100ML",outOfStock,0,5,pcs,JA
"JASMINE OIL 20ML","BK JASMINE OIL 20ML","JASMINE OIL 20ML","","AROMA MAGIC","AROMA MAGIC",353.11,"20ML",outOfStock,0,18,pcs,JA
"LEMON GRASS OIL 20ML","BK LEMON GRASS OIL","LEMON GRASS OIL 20ML","","AROMA MAGIC","AROMA MAGIC",183.62,"20ML",outOfStock,0,18,pcs,JA
"ANTI ACNE SERUM 30ML","BK ANTI ACNE SERUM","ANTI ACNE SERUM 30ML","","AROMA MAGIC","AROMA MAGIC",529.66,"30ML",outOfStock,0,18,pcs,JA
"ANTI DANDRUFF SERUM 30","BK ANTI DANDRUFF SERUM","ANTI DANDRUFF SERUM 30","","AROMA MAGIC","AROMA MAGIC",595.24,"30ML",available,2,5,pcs,JA
"HAIR REVITALISING SERUM","BK HAIR REVITALISING SERU","HAIR REVITALISING SERUM","","AROMA MAGIC","AROMA MAGIC",595.24,"30ML",available,2,5,pcs,JA
"SKIN BRIGHT SERUM 30ML","BK SKIN BRIGHT SERUM","SKIN BRIGHT SERUM 30ML","","AROMA MAGIC","AROMA MAGIC",529.66,"30ML",available,2,18,pcs,JA
"SKIN FIRMING SERUM","BK SKIN FIRMING SERUM","SKIN FIRMING SERUM","","AROMA MAGIC","AROMA MAGIC",494.35,"PCS",available,5,18,pcs,JA
"SHOT KNIGHT FUSION","SHOT KNIGHT FUSION","","","LAYER","LAYER",166.48,"130ML",available,11,18,pcs,JA
"SHOT ROYAL FUSION","SHOT ROYAL FUSION","","","LAYER","LAYER",166.48,"130ML",available,6,18,pcs,JA
"WG SPELL BOUND","WG SPELL BOUND","","","LAYER","LAYER",161.96,"135ML",available,49,18,pcs,JA
"WG 111/- SECRET CRUSH","WG 111/- SECRET CRUSH","","","LAYER","LAYER",83.62,"60ML",available,8,18,pcs,JA
"EYESHADOW PALETTE OUTSHIN","EYESHADOW PALETTE OUTSHIN","","","LAFZ","LAFZ",493.64,"PCS",available,2,18,pcs,JA
"EYESHADOW PALETTE MESMERI","EYESHADOW PALETTE MESMERI","","","LAFZ","LAFZ",493.64,"PCS",available,2,18,pcs,JA
"EYESHADOW PALETTE ENCHANT","EYESHADOW PALETTE ENCHANT","","","LAFZ","LAFZ",493.64,"PCS",available,2,18,pcs,JA
"LIPSTICK + KAJAL FUSCHI","LIPSTICK + KAJAL FUSCHI","","","LAFZ","LAFZ",493.64,"NO. 5",available,3,18,pcs,JA
"MINT CLEANSER 200GM","BK MINT CLEANSER 200GM","MINT CLEANSER 200GM","","AROMA MAGIC","AROMA MAGIC",388.42,"200GM",outOfStock,0,18,pcs,JA
"TURMERIC CLEANSER 200G","BK TURMERIC CLEANSER 200G","TURMERIC CLEANSER 200G","","AROMA MAGIC","AROMA MAGIC",388.42,"200GM",outOfStock,0,18,pcs,JA
"PASSION FLOWER MSG CRM 2","BK PASSION FLOWER MSG 200","PASSION FLOWER MSG CRM 2","","AROMA MAGIC","AROMA MAGIC",706.21,"200GM",available,2,18,pcs,JA
"ALOEVERA SUNSCREEN 100ML","BK ALOEVERA SUNSCREEN 100","ALOEVERA SUNSCREEN 100ML","","AROMA MAGIC","AROMA MAGIC",250.71,"100ML",available,10,18,pcs,JA
"ANTI PIGMEN GLOOSY PACK 1","BK ANTI PIG GLOSSY PACK 1","ANTI PIGMEN GLOOSY PACK 1","","AROMA MAGIC","AROMA MAGIC",317.8,"100GM",available,8,18,pcs,JA
"ANTI PIGMENTATION SERUM","BK ANTI PIGMENT SERUM","ANTI PIGMENTATION SERUM","","AROMA MAGIC","AROMA MAGIC",367.23,"30ML",available,5,18,pcs,JA
"GINGER OIL 20ML","BK GINGER OIL","GINGER OIL 20ML","","AROMA MAGIC","AROMA MAGIC",660.31,"20ML",available,3,18,pcs,JA
"BERGAMOT OIL 20ML","BK BERGAMOT OIL","BERGAMOT OIL 20ML","","AROMA MAGIC","AROMA MAGIC",349.58,"20ML",available,2,18,pcs,JA
"PUMICE STONE WITH GRIP","PUMICE STONE GRIP","PUMICE STONE WITH GRIP","","GUBB","GUBB",98.52,"PCS",outOfStock,0,18,pcs,JA
"VITAMIN C LIGHTING GEL","BK VITAMIN C LIGHTING GEL","VITAMIN C LIGHTING GEL","","AROMA MAGIC","AROMA MAGIC",278.95,"100GM",available,1,18,pcs,JA
"BRIDAL GLOW KIT PACK OF 5","BK BRIDAL GLOW KIT PKOF5","BRIDAL GLOW KIT PACK OF 5","","AROMA MAGIC","AROMA MAGIC",741.53,"PK-5",available,65,18,pcs,JA
"GET GLOWING FACE PACK","BK GET GLOWING SHMSK 4","GET GLOWING FACE PACK","","AROMA MAGIC","AROMA MAGIC",335.45,"PK 4",available,4,18,pcs,JA
"SPOT FREE ME FACE PACK","BK SPOT ME FACE PACK PK4","SPOT FREE ME FACE PACK","","AROMA MAGIC","AROMA MAGIC",335.45,"PCS",available,2,18,pcs,JA
"PORES BE PURE FACE PACK","BK PORES BE PURE SHMSK 4","PORES BE PURE FACE PACK","","AROMA MAGIC","AROMA MAGIC",335.45,"PK 4",available,9,18,pcs,JA
"PLUM HAND&BODY WASH 500ML","BK PLUM HAND&BODY WASH 50","PLUM HAND&BODY WASH 500ML","","AROMA MAGIC","AROMA MAGIC",307.2,"500ML",available,5,18,pcs,JA
"WG SP CUPID HEART","WG SP CUPID HEART","","","LAYER","LAYER",142.37,"100ML",outOfStock,0,18,pcs,JA
"WG SP CURRANT CRUSH","WG SP CURRANT CRUSH","","","LAYER","LAYER",142.37,"100ML",outOfStock,0,18,pcs,JA
"WG SP MARINE BAY","WG SP MARINE BAY","","","LAYER","LAYER",142.37,"100ML",outOfStock,0,18,pcs,JA
"WG SP PEAR PASSION","WG SP PEAR PASSION","","","LAYER","LAYER",142.37,"100ML",outOfStock,0,18,pcs,JA
"WG SP SERENE TANGERINE","WG SP SERENE TANGERINE","","","LAYER","LAYER",142.37,"100ML",outOfStock,0,18,pcs,JA
"VANITY MIRROR 360","VANITY MIRROR 360","","","GUBB","GUBB",333.69,"PCS",available,3,18,pcs,JA
"SERENITY ROUND BRUSH","SERENITY ROUND BRUSH","","","GUBB","GUBB",187.5,"PCS",available,18,18,pcs,JA
"SERENITY STYLING BRUSH","SERENITY STYLING BRUSH","","","GUBB","GUBB",200.22,"PCS",available,27,18,pcs,JA
"VELVET LSTICK PLUSH PINK","VELVET LSTICK PLUSH PINK","","","LAFZ","LAFZ",493.64,"225",available,15,18,pcs,JA
"VELVET LSTICK ROGUE RED","VELVET LSTICK ROGUE RED","","","LAFZ","LAFZ",493.64,"223",available,18,18,pcs,JA
"VELVET LSTICK VINTAGE RED","VELVET LSTICK VINTAGE RED","","","LAFZ","LAFZ",493.64,"222",available,17,18,pcs,JA
"VELVET LSTICK PARISIAN PE","VELVET LSTICK PARISIAN PE","","","LAFZ","LAFZ",493.64,"221",available,21,18,pcs,JA
"VELVET LSTICK CREAM COFFE","VELVET LSTICK CREAM COFFE","","","LAFZ","LAFZ",493.64,"228",available,17,18,pcs,JA
"VELVET LSTICK SHEER MAUVE","VELVET LSTICK SHEER MAUVE","","","LAFZ","LAFZ",493.64,"227",available,17,18,pcs,JA
"LOTION VITAMIN C 200ML","LOTION VITAMIN C 200ML","","","LAFZ","LAFZ",155.37,"200 ML",available,59,18,pcs,JA
"LIQ FOUNDATION BEIGE","LIQ FOUNDATION BEIGE","","","LAFZ","LAFZ",370.76,"05",available,41,18,pcs,JA
"LIQ FOUNDATION SAND","LIQ FOUNDATION SAND","","","LAFZ","LAFZ",370.76,"06",available,41,18,pcs,JA
"LIQ FOUNDATION ALMOND","LIQ FOUNDATION ALMOND","","","LAFZ","LAFZ",370.76,"04",available,40,18,pcs,JA
"LIQ FOUNDATION VANILLA","LIQ FOUNDATION VANILLA","","","LAFZ","LAFZ",370.76,"03",available,37,18,pcs,JA
"LIQ FOUNDATION IVORY","LIQ FOUNDATION IVORY","","","LAFZ","LAFZ",370.76,"02",available,38,18,pcs,JA
"LIQ FOUNDATION PORCELAIN","LIQ FOUNDATION PORCELAIN","","","LAFZ","LAFZ",370.76,"01",available,28,18,pcs,JA
"VITAMIN E CREAM","VITAMIN E CREAM","","","LAFZ","LAFZ",69.92,"50GM",available,44,18,pcs,JA
"LOTION VITAMIN C 100ML","LOTION VITAMIN C 100ML","","","LAFZ","LAFZ",84.75,"100 ML",available,64,18,pcs,JA
"WGC HEAVEN","WGC HEAVEN","","","LAYER","LAYER",195.1,"135ML",available,2,18,pcs,JA
"MILK PACK 175GM","BK TAN REMOVAL MILK 175GM","MILK PACK 175GM","","AROMA MAGIC","AROMA MAGIC",370.76,"175GM",outOfStock,0,18,pcs,JA
"NEEM&TEA TREE ANTI PIMPLE GEL","BK NEEM ANTI PIMPLE GEL","NEEM&TEA TREE ANTI PIMPLE GEL","","AROMA MAGIC","AROMA MAGIC",123.59,"20 GM",available,4,18,pcs,JA
"NEEM&TEA TREE B.WASH 250ML","BK NEEM&TEA TREE BWASH 25","NEEM&TEA TREE B.WASH 250ML","","AROMA MAGIC","AROMA MAGIC",151.84,"250ML",available,4,18,pcs,JA
"NEEM&TEA TREE B.WASH 500ML","BK NEEM&TEA TREE BWASH 50","NEEM&TEA TREE B.WASH 500ML","","AROMA MAGIC","AROMA MAGIC",282.49,"500ML",available,4,18,pcs,JA
"NEEM&TEA TREE FACE PACK 50GM","BK NEEM&TEA TREE F-PK 50G","NEEM&TEA TREE FACE PACK 50GM","","AROMA MAGIC","AROMA MAGIC",144.77,"50GM",available,12,18,pcs,JA
"NEW NEEM&TEA TREE F.WASH 100ML","BK NEEM&TEA TREE 100ML","NEW NEEM&TEA TREE F.WASH 100ML","","AROMA MAGIC","AROMA MAGIC",123.59,"100ML",outOfStock,0,18,pcs,JA
"NEEM&TEA TREE FOAMING 100ML","BK NEEM FOAMING F.WASH 10","NEEM&TEA TREE FOAMING 100ML","","AROMA MAGIC","AROMA MAGIC",165.96,"100ML",available,2,18,pcs,JA
"NEEM&TEA TREE TONER 100ML","BK NEEM&TEA TREE TONER 10","NEEM&TEA TREE TONER 100ML","","AROMA MAGIC","AROMA MAGIC",95.34,"100ML",available,6,18,pcs,JA
"VITAMIN E NIGHT CRM 200GM","BK VITAMIN E CREAM 200GM","VITAMIN E NIGHT CRM 200GM","","AROMA MAGIC","AROMA MAGIC",900.42,"200GM",available,2,18,pcs,JA
"BK ACTIVATED BAMBOO F-PAC","BK ACTIVATED BAMBOO F-PAC","","","AROMA MAGIC","AROMA MAGIC",335.45,"100GM",outOfStock,0,18,pcs,JA
"ACTIVATED BAMBOO SHAMPOO","BK ACTIVATED BAMBOO SHAMP","ACTIVATED BAMBOO SHAMPOO","","AROMA MAGIC","AROMA MAGIC",218.25,"250ML",outOfStock,0,5,pcs,JA
"BK ACTIVATED BAMBOO CONDT","BK ACTIVATED BAMBOO CONDT","","","AROMA MAGIC","AROMA MAGIC",246.03,"200GM",outOfStock,0,5,pcs,JA
"SHINE VOLUME SHAMPOO 200ML","BK SHINE VOLUME SHAMPOO","SHINE VOLUME SHAMPOO 200ML","","AROMA MAGIC","AROMA MAGIC",178.57,"200ML",available,6,5,pcs,JA
"RY BINDAS BLACK  30ML","RY BINDAS BLACK  30ML","","","RIYA","RIYA",76.27,"30ML",outOfStock,0,18,pcs,JA
"RY BINDAS MAROON  30ML","RY BINDAS MAROON  30ML","","","RIYA","RIYA",135,"30ML",outOfStock,0,18,pcs,JA
"RY MELODY BLUE(G)  30ML","RY MELODY BLUE(G)  30ML","","","RIYA","RIYA",98.87,"30ML",available,60,18,pcs,JA
"RY MELODY PINK  30ML","RY MELODY PINK  30ML","","","RIYA","RIYA",135,"30ML",outOfStock,0,18,pcs,JA
"RY MELODY BLACK  30ML","RY MELODY BLACK  30ML","","","RIYA","RIYA",135,"30ML",outOfStock,0,18,pcs,JA
"RY POIZO  30ML","RY POIZO  30ML","","","RIYA","RIYA",64.97,"30ML",outOfStock,0,18,pcs,JA
"RY PARTY WEAR  30ML","RY PARTY WEAR  30ML","","","RIYA","RIYA",76.27,"30ML",outOfStock,0,18,pcs,JA
"RY BAWARI  30ML","RY BAWARI  30ML","","","RIYA","RIYA",98.87,"30ML",available,61,18,pcs,JA
"RY ROSE  30ML","RY ROSE  30ML","","","RIYA","RIYA",98.87,"30ML",available,20,18,pcs,JA
"RY SANDAL  30ML","RY SANDAL  30ML","","","RIYA","RIYA",98.87,"30ML",available,3,18,pcs,JA
"RY PINK PEARL  30ML","RY PINK PEARL  30ML","","","RIYA","RIYA",122.57,"30ML",outOfStock,0,18,pcs,JA
"RY BLUE PEARL  30ML","RY BLUE PEARL  30ML","","","RIYA","RIYA",135,"30ML",outOfStock,0,18,pcs,JA
"RY JAKO  30ML","RY JAKO  30ML","","","RIYA","RIYA",76.27,"30ML",outOfStock,0,18,pcs,JA
"RY HUM TUM  30ML","RY HUM TUM  30ML","","","RIYA","RIYA",130.65,"30ML",outOfStock,0,18,pcs,JA
"RY BINDAS BLACK 100ML","RY BINDAS BLACK 100ML","","","RIYA","RIYA",161.02,"100ML",outOfStock,0,18,pcs,JA
"RY BORN RICH 100ML","RY BORN RICH 100ML","","","RIYA","RIYA",214.69,"100ML",available,39,18,pcs,JA
"RY BAWARI 100ML","RY BAWARI 100ML","","","RIYA","RIYA",214.69,"100ML",available,17,18,pcs,JA
"RY PARTY WEAR 100ML","RY PARTY WEAR 100ML","","","RIYA","RIYA",225.42,"100ML",available,12,18,pcs,JA
"RY POIZO 100ML","RY POIZO 100ML","","","RIYA","RIYA",175.14,"100ML",available,13,18,pcs,JA
"RY HUM TUM 100ML","RY HUM TUM 100ML","","","RIYA","RIYA",214.69,"100ML",available,16,18,pcs,JA
"RY OLD TREASURE 100ML","RY OLD TREASURE 100ML","","","RIYA","RIYA",495,"100ML",outOfStock,0,18,pcs,JA
"RY RF ROSE 200ML","RY RF ROSE 200ML","","","RIYA","RIYA",118.64,"200ML",outOfStock,0,18,pcs,JA
"RY RF SANDAL 200ML","RY RF SANDAL 200ML","","","RIYA","RIYA",118.64,"200ML",outOfStock,0,18,pcs,JA
"RY RF RAJNIGANDHA 200ML","RY RF RAJNIGANDHA 200ML","","","RIYA","RIYA",118.64,"200ML",available,1,18,pcs,JA
"RY RF LEMON 200ML","RY RF LEMON 200ML","","","RIYA","RIYA",118.64,"200ML",outOfStock,0,18,pcs,JA
"RY RF LAVENDER 200ML","RY RF LAVENDER 200ML","","","RIYA","RIYA",118.64,"200ML",outOfStock,0,18,pcs,JA
"RY RF JASMINE 200ML","RY RF JASMINE 200ML","","","RIYA","RIYA",118.64,"200ML",outOfStock,0,18,pcs,JA
"RY RF CHAMPA 200ML","RY RF CHAMPA 200ML","","","RIYA","RIYA",118.64,"200ML",available,17,18,pcs,JA
"RY RF BOUGET 200ML","RY RF BOUGET 200ML","","","RIYA","RIYA",118.64,"200ML",available,2,18,pcs,JA
"RY RF BELA 200ML","RY RF BELA 200ML","","","RIYA","RIYA",118.64,"200ML",available,7,18,pcs,JA
"RY MELODY DEO & PERFUME","RY MELODY DEO & PERFUME","","","RIYA","RIYA",274.01,"PCS",outOfStock,0,18,pcs,JA
"RY BINDAS & BAWARI PERFUM","RY BINDAS & BAWARI PERFUM","","","RIYA","RIYA",282.49,"PCS",available,3,18,pcs,JA
"RY BINDA DEO & PERFUME","RY BINDA DEO & PERFUME","","","RIYA","RIYA",265.54,"PCS",available,5,18,pcs,JA
"RY DEO HANGER 12PCS","RY DEO HANGER 12PCS","","","RIYA","RIYA",100,"12P",outOfStock,0,18,pcs,JA
"RY DEO PARTY WEAR 200ML","RY DEO PARTY WEAR 200ML","","","RIYA","RIYA",127.12,"200ML",available,7,18,pcs,JA
"RY DEO SENSI 200ML","RY DEO SENSI 200ML","","","RIYA","RIYA",127.12,"200ML",available,2,18,pcs,JA
"RY BLUE PEARL  10ML","RY BLUE PEARL  10ML","","","RIYA","RIYA",33.89,"10ML",available,2,18,pcs,JA
"RY PINK PEARL  10ML","RY PINK PEARL  10ML","","","RIYA","RIYA",36.72,"10ML",available,42,18,pcs,JA
"RY HUM TUM  10ML","RY HUM TUM  10ML","","","RIYA","RIYA",33.89,"10ML",available,46,18,pcs,JA
"RY BINDAS BLACK  10ML","RY BINDAS BLACK  10ML","","","RIYA","RIYA",33.89,"10ML",available,57,18,pcs,JA
"RY MELODY BLUE(G)  10ML","RY MELODY BLUE(G)  10ML","","","RIYA","RIYA",33.89,"10ML",available,63,18,pcs,JA
"RY RARE WOOD 100ML","RY RARE WOOD 100ML","","","RIYA","RIYA",394.92,"100ML",available,9,18,pcs,JA
"RY CREATOR 100ML","RY CREATOR 100ML","","","RIYA","RIYA",281.92,"100ML",available,2,18,pcs,JA
"RY CLASSICO BLACK 100ML","RY CLASSICO BLACK 100ML","","","RIYA","RIYA",281.92,"100ML",available,9,18,pcs,JA
"RY BLUE PEARL 100ML","RY BLUE PEARL 100ML","","","RIYA","RIYA",214.69,"100ML",available,15,18,pcs,JA
"RY PINK PEARL 100ML","RY PINK PEARL 100ML","","","RIYA","RIYA",225.42,"100ML",available,20,18,pcs,JA
"RY INTENSE GOLD 80ML","RY INTENSE GOLD 80ML","","","RIYA","RIYA",395,"80ML",outOfStock,0,18,pcs,JA
"RY MELODY BLUE (G) 100ML","RY MELODY BLUE (G) 100ML","","","RIYA","RIYA",214.69,"100ML",available,28,18,pcs,JA
"ANTI BACTIRIAL SOOTHING CREAM","BK ANTI BACT SOOTHING CRM","ANTI BACTIRIAL SOOTHING CREAM","","AROMA MAGIC","AROMA MAGIC",67.09,"PCS",available,6,18,pcs,JA
"RY DEO MELODY","RY DEO MELODY","","","RIYA","RIYA",180,"150ML",outOfStock,0,18,pcs,JA
"SANTO FLAT HAIR","SANTO FLAT HAIR","","","GUBB","GUBB",100,"PCS",available,48,5,pcs,JA
"HMADE DRESSING","HMADE DRESSING","","","GUBB","GUBB",117.86,"PCS",available,24,5,pcs,JA
"SANTO HOOK HAIR COMB","SANTO HOOK HAIR COMB","","","GUBB","GUBB",114.29,"PCS",outOfStock,0,5,pcs,JA
"DETOX CHARCOAL FACIAL KIT PACK OF 5","BK DETOX CHARCOAL FACIAL","DETOX CHARCOAL FACIAL KIT PACK OF 5","","AROMA MAGIC","AROMA MAGIC",1412.43,"PCS",available,2,18,pcs,JA
"PEDICURE SET 4 WAY","PEDICURE SET 4 WAY","","","GUBB","GUBB",149.37,"PCS",available,52,18,pcs,JA
"EYE LASH CURLER GOLD","EYE LASH CURLER GOLD","","","GUBB","GUBB",98.52,"PCS",outOfStock,0,18,pcs,JA
"TENDER BABY WATER TEETHER","BO BABY WATER TEETHER","TENDER BABY WATER TEETHER","","BONNE","BONNE",99.2,"PCS",outOfStock,0,5,pcs,JA
"TENDER FLO MAXI 250ML","BO TENDER MAXI FEEDER 250","TENDER FLO MAXI 250ML","","BONNE","BONNE",99.21,"PCS",outOfStock,0,5,pcs,JA
"TENDER FLO MINI 150ML","BO TENDER MINI FEEDER 150","TENDER FLO MINI 150ML","","BONNE","BONNE",91.27,"PCS",outOfStock,0,5,pcs,JA
"DEO DEVOTION 100GM","DEO DEVOTION 100GM","","","LAFZ","LAFZ",141.24,"WOMEN",outOfStock,0,18,pcs,JA
"DEO FAITH 100GM","DEO FAITH 100GM","","","LAFZ","LAFZ",141.24,"WOMEN",available,16,18,pcs,JA
"DEO GUL WISSAL 100ML","DEO GUL WISSAL 100ML","","","LAFZ","LAFZ",141.24,"WOMEN",available,14,18,pcs,JA
"DEO KAVEH 150ML","DEO KAVEH 150ML","","","LAFZ","LAFZ",141.24,"MEN",outOfStock,0,18,pcs,JA
"DEO KAYANI DASTOOR 150ML","DEO KAYANI DASTOOR 150ML","","","LAFZ","LAFZ",158.9,"MEN",available,12,18,pcs,JA
"DEO MAKHALAT ALAUD 150ML","DEO MAKHALAT ALAUD 150ML","","","LAFZ","LAFZ",158.9,"MEN",available,12,18,pcs,JA
"DEO RHUZ KHOS 150ML","DEO RHUZ KHOS 150ML","","","LAFZ","LAFZ",158.9,"MEN",outOfStock,0,18,pcs,JA
"DEO ROOH MASHARIQ 150ML","DEO ROOH MASHARIQ 150ML","","","LAFZ","LAFZ",141.24,"MEN",available,30,18,pcs,JA
"DEO SHURQ ALKALEEJ 150ML","DEO SHURQ ALKALEEJ 150ML","","","LAFZ","LAFZ",158.9,"MEN",outOfStock,0,18,pcs,JA
"DEO ZOHA SADAF 100GM","DEO ZOHA SADAF 100GM","","","LAFZ","LAFZ",141.24,"WOMEN",outOfStock,0,18,pcs,JA
"DR 2HRS SPRAY 110ML","DR 2HRS SPRAY 110ML","","","LAFZ","LAFZ",70.62,"110ML",available,7,18,pcs,JA
"DR WIPES 40S","DR WIPES 40S","","","LAFZ","LAFZ",84.75,"40S",available,9,18,pcs,JA
"DR 7DAY SPRAY 250ML","DR 7DAY SPRAY 250ML","","","LAFZ","LAFZ",247.18,"250ML",available,7,18,pcs,JA
"DR SPRAY SANITIZER","DR SPRAY SANITIZER","","","LAFZ","LAFZ",88.28,"250ML",available,3,18,pcs,JA
"DR ULTRA PROTECT GEL 2HRS","DR ULTRA PROTECT GEL 2HRS","","","LAFZ","LAFZ",62.85,"100ML",available,17,18,pcs,JA
"DR 24HRS SURFACE SHIELD","DR 24HRS SURFACE SHIELD","","","LAFZ","LAFZ",134.18,"250ML",available,1,18,pcs,JA
"DR 2HRS SPRAY 250ML","DR 2HRS SPRAY 250ML","","","LAFZ","LAFZ",127.12,"250ML",available,1,18,pcs,JA
"DR 7DAY BOTTLE 250ML","DR 7DAY BOTTLE 250ML","","","LAFZ","LAFZ",176.55,"250ML",outOfStock,0,18,pcs,JA
"ZM HAND SANI-LEMON  85ML","ZM HAND SANI-LEMON  85ML","","","LAFZ","LAFZ",29.66,"85ML",available,1,18,pcs,JA
"ZM HAND SANI-PUMP 500ML","ZM HAND SANI-PUMP 500ML","","","LAFZ","LAFZ",176.55,"500ML",available,8,18,pcs,JA
"DEO KISMET 100ML","DEO KISMET 100ML","","","LAFZ","LAFZ",141.24,"WOMEN",available,28,18,pcs,JA
"DEO MERAJ 100ML","DEO MERAJ 100ML","","","LAFZ","LAFZ",141.24,"MEN",available,2,18,pcs,JA
"DR SHAVING FOAM 200ML","DR SHAVING FOAM 200ML","","","LAFZ","LAFZ",116.53,"200 ML",available,2,18,pcs,JA
"DR MOSQUITTO REP SPRAY","DR MOSQUITTO REP SPRAY","","","LAFZ","LAFZ",141.24,"73 GM",available,28,18,pcs,JA
"DEO FEYZA 100GM","DEO FEYZA 100GM","","","LAFZ","LAFZ",141.24,"WOMEN",available,19,18,pcs,JA
"DR GERM KILL SPRAY 110ML","DR GERM KILL SPRAY 110ML","","","LAFZ","LAFZ",69.92,"110ML",available,3,18,pcs,JA
"DEO SAHAR RAGHBA 150ML","DEO SAHAR RAGHBA 150ML","","","LAFZ","LAFZ",141.24,"MEN",available,9,18,pcs,JA
"DEO SHAIKH ALAUD 150ML","DEO SHAIKH ALAUD 150ML","","","LAFZ","LAFZ",141.24,"MEN",outOfStock,0,18,pcs,JA
"DEO BEHRUZ 120ML","DEO BEHRUZ 120ML","","","LAFZ","LAFZ",158.9,"NO GAS",available,4,18,pcs,JA
"DEO DARIUSH 120ML","DEO DARIUSH 120ML","","","LAFZ","LAFZ",158.9,"NO GAS",available,5,18,pcs,JA
"DEO SUKRAN 120ML","DEO SUKRAN 120ML","","","LAFZ","LAFZ",158.9,"NO GAS",available,4,18,pcs,JA
"DEO ERDEM 120ML","DEO ERDEM 120ML","","","LAFZ","LAFZ",158.9,"NO GAS",available,3,18,pcs,JA
"DEO MELIHA 120ML","DEO MELIHA 120ML","","","LAFZ","LAFZ",158.9,"NO GAS",available,5,18,pcs,JA
"DEO RUZBEH 120ML","DEO RUZBEH 120ML","","","LAFZ","LAFZ",158.9,"NO GAS",available,2,18,pcs,JA
"DR FABRIC SANITIZER SPRAY","DR FABRIC SANITIZER SPRAY","","","LAFZ","LAFZ",134.18,"250 ML",outOfStock,0,18,pcs,JA
"DEO POCKET PERFUME","DEO POCKET PERFUME","","","LAFZ","LAFZ",275.42,"18ML*6",outOfStock,0,18,pcs,JA
"DEO SANAZ 100GM","DEO SANAZ 100GM","","","LAFZ","LAFZ",141.24,"WOMEN",available,19,18,pcs,JA
"DEO CERYS 150ML","DEO CERYS 150ML","","","LAFZ","LAFZ",141.24,"150ML",available,24,18,pcs,JA
"DEO JADE 150ML","DEO JADE 150ML","","","LAFZ","LAFZ",141.24,"150ML",available,5,18,pcs,JA
"H.OIL ONION SEED","H.OIL ONION SEED","","","LAFZ","LAFZ",352.4,"200 ML",available,20,18,pcs,JA
"H.OIL ONION SEED","H.OIL ONION SEED","","","LAFZ","LAFZ",352.4,"100 ML",available,20,18,pcs,JA
"DEO INGRID 150ML","DEO INGRID 150ML","","","LAFZ","LAFZ",141.24,"150ML",available,4,18,pcs,JA
"RY AIRFRESHNER ROSE 250ML","RY AIRFRESHNER ROSE 250ML","","","RIYA","RIYA",84.18,"250ML",outOfStock,0,18,pcs,JA
"RY HUM TUM DEO & PERFUME","RY HUM TUM DEO & PERFUME","","","RIYA","RIYA",274.01,"PCS",available,10,18,pcs,JA
"RY AIRFRESHNER SANDAL 250","RY AIRFRESHNER SANDAL 250","","","RIYA","RIYA",98.87,"250ML",available,6,18,pcs,JA
